animeID,name,premiered,genre,type,episodes,producer,licensor,studio,source,scored,scoredBy,members
28805,Bakemono no Ko,None,"['Adventure', 'Supernatural']",Movie,1,"['Dentsu', 'Yomiuri Telecasting', 'Kadokawa Shoten', 'Toho', 'Nippon Television Network', 'Arquebuse']",['Funimation'],['Studio Chizu'],Original,8.45,112867,207568
28809,Macross Fufonfia Specials,None,"['Comedy', 'Parody']",Special,3,[],[],[],Unknown,5.54,115,646
28811,Last Exile: Doyou no Asa,None,"['Comedy', 'Parody', 'Sci-Fi']",Special,3,['I was a Ballerina'],[],[],Unknown,5.96,179,1019
28813,Bamboo Blade: Fanfu-Fufe-Fo,None,"['Comedy', 'Parody']",Special,2,[],[],['AIC A.S.T.A.'],Unknown,5.62,181,874
28815,Bamboo Blade: CM Fanfu-Fufe-Fo,None,"['Comedy', 'Parody', 'Sci-Fi']",Special,24,[],[],[],Unknown,5.79,182,793
28817,Mikagura Gakuen Kumikyoku (TV),Spring 2015,"['Action', 'Comedy', 'School', 'Shoujo Ai']",TV,12,"['Media Factory', 'Movic', 'AT-X', 'Showgate']",['Funimation'],['Doga Kobo'],Light novel,6.78,26232,66701
28819,Okusama ga Seitokaichou!,Summer 2015,"['Comedy', 'Ecchi', 'Romance', 'School', 'Shounen']",TV,12,"['DAX Production', 'Dream Creation', 'Studio CHANT']",['Media Blasters'],['Seven'],Manga,6.81,82727,160870
28825,Himouto! Umaru-chan,Summer 2015,"['Comedy', 'School', 'Seinen', 'Slice of Life']",TV,12,"['AT-X', 'TOHO animation', 'Good Smile Company', 'Shueisha', 'BS11', 'Jinnan Studio', 'RAY']",['Sentai Filmworks'],['Doga Kobo'],Manga,7.35,174021,323680
28827,Doubutsu Tonarigumi,None,"['Kids', 'Comedy', 'Historical']",Movie,1,[],[],[],Original,5.25,86,226
28829,Cinterrier-jou no Hanamuko,None,"['Kids', 'Fantasy', 'Comedy']",Movie,1,[],[],[],Original,5.03,82,209
28831,Anomalies,None,['Psychological'],Special,1,[],[],[],Original,4.48,212,464
28833,Chain Chronicle: Haecceitas no Hikari,Winter 2017,"['Action', 'Adventure', 'Fantasy', 'Magic']",TV,12,"['Bandai Visual', 'Sotsu', 'Sega', 'flying DOG', 'Slowcurve', 'Showgate', 'Sound Team Don Juan', 'Hakuhodo DY Music & Pictures', 'Sammy', 'Pazzy Entertainment']",['Funimation'],"['Telecom Animation Film', 'Graphinica']",Game,6.82,20966,68078
28835,Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,Spring 2015,"['Parody', 'School', 'Slice of Life']",TV,12,"['Bouncy', 'Just Production', 'JP Room']",[],['Yaoyorozu'],Original,7.02,937,3027
28841,"Wake Up, Girls! Seishun no Kage",None,"['Drama', 'Music']",Movie,1,"['TV Tokyo', 'Tatsunoko Production', 'AT-X', 'Toho', 'Ultra Super Pictures', 'DIVE II Entertainment', 'Good Smile Company', 'Avex Pictures', 'Lawson HMV Entertainment', 'Hiroshi Planning']",[],"['Ordet', 'Millepensee']",Original,7.22,2343,6715
28843,Watashi no Kao,None,"['Dementia', 'Horror']",Movie,1,[],[],[],Unknown,4.13,481,918
28851,Koe no Katachi,None,"['Drama', 'School', 'Shounen']",Movie,1,"['Shochiku', 'Pony Canyon', 'Kodansha', 'ABC Animation', 'Quaras']",['NYAV Post'],['Kyoto Animation'],Manga,9.03,415444,690493
28853,Pokemon: Pikachu to Pokemon Ongakutai,None,"['Adventure', 'Kids', 'Fantasy']",Movie,1,[],['The Pokemon Company International'],['OLM'],Game,6.36,957,2793
28859,Shabura Rental: Ecchi na Oneesan to no Eroero Rental Obenkyou The Animation,None,['Hentai'],OVA,1,['Pink Pineapple'],[],['Office Takeout'],Visual novel,6.87,1344,3718
28861,Takamiya Nasuno Desu!: Teekyuu Spin-off,Spring 2015,"['Slice of Life', 'Comedy', 'Shounen']",TV,12,"['DAX Production', 'Earth Star Entertainment']",[],['Millepensee'],Manga,6.49,5572,10962
28869,Kaitou Joker 2nd Season,Spring 2015,"['Adventure', 'Comedy', 'Mystery', 'Shounen']",TV,13,['Asatsu DK'],[],['Shin-Ei Animation'],Manga,7.35,1701,3996
28881,New Initial D Movie: Legend 2 - Tousou,None,"['Cars', 'Seinen', 'Sports']",Movie,1,"['Shochiku', 'Kodansha', 'Ultra Super Pictures', 'Avex Pictures', 'Sammy']",['Sentai Filmworks'],"['SANZIGEN', 'LIDENFILMS']",Manga,7.9,5119,11318
28883,Hidan no Aria AA,Fall 2015,"['Action', 'School', 'Shoujo Ai']",TV,12,"['flying DOG', 'Fujishouji']",['Funimation'],['Doga Kobo'],Manga,6.36,23766,64106
28885,Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www (TV): Heroine Kentei,None,"['Fantasy', 'Comedy']",ONA,11,['Tokyo MX'],[],[],Unknown,4.69,32,193
28887,Setsuzoku Muyou,None,['Comedy'],TV,26,['Tokyo MX'],[],[],Original,6.27,11,146
28891,Haikyuu!! Second Season,Fall 2015,"['Comedy', 'Sports', 'Drama', 'School', 'Shounen']",TV,25,"['TOHO animation', 'Shueisha']",['Sentai Filmworks'],['Production I.G'],Manga,8.86,253869,413718
28897,Ganso Banana no Tamashii,None,"['Music', 'Kids']",Music,1,['NHK'],[],[],Original,4.64,108,213
28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",Summer 2015,"['Action', 'Adventure', 'Fantasy', 'Military']",TV,12,"['Genco', 'Magic Capsule', 'Warner Bros. Japan', 'KlockWorx', 'Showgate', 'Bandai Namco Games']",['Sentai Filmworks'],['A-1 Pictures'],Light novel,7.86,243539,436774
28911,Hidamari Sketch Recap,None,"['Slice of Life', 'Comedy', 'School']",Special,1,"['Aniplex', 'Lantis']",[],['Shaft'],4-koma manga,6.44,208,887
28913,Hidamari Sketch x 365 Recap,None,"['Slice of Life', 'Comedy', 'School']",Special,1,"['Aniplex', 'Lantis']",[],['Shaft'],4-koma manga,6.4,186,794
28915,Hidamari Sketch x ☆☆☆ Recap,None,"['Slice of Life', 'Comedy', 'School']",Special,1,['Aniplex'],[],['Shaft'],4-koma manga,6.48,180,815
28921,Disney Tsum Tsum,Spring 2015,['Kids'],TV,None,[],[],['Polygon Pictures'],Game,6.29,141,667
28925,Youkai Watch: Best 10,None,"['Kids', 'Comedy', 'Supernatural']",Special,1,[],[],['OLM'],Unknown,6.2,94,431
28927,Owari no Seraph: Nagoya Kessen-hen,Fall 2015,"['Action', 'Military', 'Supernatural', 'Drama', 'Vampire', 'Shounen']",TV,12,"['NBCUniversal Entertainment Japan', 'Shueisha']",['Funimation'],['Wit Studio'],Manga,7.77,209905,360949
28929,Vampire Holmes,Spring 2015,"['Mystery', 'Comedy', 'Supernatural']",TV,12,[],[],['Studio! Cucuri'],Game,3.51,4367,13431
28951,Beluga,None,"['Dementia', 'Horror']",Movie,1,[],[],[],Unknown,4.82,310,672
28953,Sougiya to Inu,None,"['Dementia', 'Horror']",Movie,1,[],[],[],Unknown,5.15,196,497
28955,Columbos,None,"['Police', 'Drama', 'Mystery']",Movie,1,[],[],[],Unknown,4.92,111,248
28957,Mushishi Zoku Shou: Suzu no Shizuku,None,"['Adventure', 'Fantasy', 'Historical', 'Mystery', 'Seinen', 'Slice of Life', 'Supernatural']",Movie,1,"['Aniplex', 'Kodansha', 'Delfi Sound']",[],['Artland'],Manga,8.69,26799,68207
28959,Kizuna (Special),None,"['Slice of Life', 'Romance', 'Drama']",Special,1,[],[],[],Unknown,5.82,355,632
28961,Idol☆Sister,None,"['Harem', 'Music', 'Hentai']",OVA,1,['Union Cho'],[],[],Manga,7.17,4068,8956
28963,Nekota no Koto ga Kininatte Shikatanai.,None,"['School', 'Shoujo']",Special,1,[],[],[],Manga,6.35,197,901
28965,Kibun wa Uaa Jitsuzai OL Kouza,None,"['Comedy', 'Seinen']",OVA,1,['Group TAC'],[],[],Unknown,6.33,15,109
28977,Gintama°,Spring 2015,"['Action', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen']",TV,51,"['TV Tokyo', 'Aniplex', 'Dentsu']","['Funimation', 'Crunchyroll']",['Bandai Namco Pictures'],Manga,9.12,86613,245203
28979,To LOVE-Ru Darkness 2nd,Summer 2015,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School', 'Sci-Fi', 'Shounen']",TV,12,"['TBS', 'Magic Capsule', 'Warner Bros. Japan', 'NBCUniversal Entertainment Japan', 'Shueisha']",['Sentai Filmworks'],['Xebec'],Manga,7.67,68205,138803
28981,Ame-iro Cocoa,Spring 2015,"['Comedy', 'Slice of Life']",TV,12,['DAX Production'],['Funimation'],['EMT²'],Digital manga,4.76,8411,19695
28983,Bouken-tachi Gamba to Nanbiki no Nakama,None,"['Adventure', 'Kids']",Movie,1,[],[],['Tokyo Movie Shinsha'],Novel,6.2,40,216
28987,Kamakura,None,[],Movie,1,[],[],[],Unknown,5.4,123,268
28989,Maku,None,['Dementia'],Movie,1,[],[],[],Unknown,6.04,63,219
28991,Ninja & Soldier,None,['Psychological'],Movie,1,[],[],[],Unknown,5.97,133,305
28993,Hand Soap,None,"['Dementia', 'Psychological']",Movie,1,[],[],[],Unknown,4.66,187,469
28999,Charlotte,Summer 2015,"['Drama', 'School', 'Super Power']",TV,13,"['Aniplex', 'Mainichi Broadcasting System', 'Movic', ""Visual Art's"", 'ASCII Media Works', 'Tokyo MX', 'BS11']",['Aniplex of America'],['P.A. Works'],Original,7.91,381721,644675
29003,Lena lena,Summer 2009,['Slice of Life'],TV,13,['Sony Music Entertainment'],[],[],Picture book,6.2,15,151
29017,Wooser no Sono Higurashi: Mugen-hen,Summer 2015,"['Comedy', 'Fantasy', 'Slice of Life']",TV,13,[],[],['SANZIGEN'],Web manga,6.69,1654,3746
29027,Shinmai Maou no Testament: Toujou Basara no Hard Sweet na Nichijou,None,"['Action', 'Demons', 'Ecchi', 'Fantasy', 'Harem', 'Romance']",OVA,1,[],['Funimation'],['Production IMS'],Light novel,7.11,35005,65746
29035,Robot Girls Z Plus,None,"['Comedy', 'Mecha', 'Parody']",ONA,6,"['Nippon Columbia', 'LandQ studios']",[],['Toei Animation'],Original,6.29,2235,5356
29053,Orangutan,None,"['Kids', 'Music']",Music,1,['NHK'],[],[],Original,5.16,82,172
29067,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,Spring 2015,"['Slice of Life', 'Comedy', 'Romance', 'Seinen']",TV,13,"['DAX Production', 'Dream Creation']",[],['Seven'],4-koma manga,7.47,75186,122062
29073,Tottori U-turn,None,['Sports'],Special,1,[],[],[],Unknown,5.12,76,200
29083,Lovely x Cation The Animation,None,['Hentai'],OVA,2,"['Pink Pineapple', 'T-Rex']",[],[],Visual novel,7.3,2299,6377
29085,Sei Yariman Sisters Pakopako Nikki The Animation,None,['Hentai'],OVA,1,['Pink Pineapple'],[],['G-Lam'],Visual novel,6.87,1662,4566
29087,Wangpai Yushi,None,"['Comedy', 'Fantasy', 'School', 'Shounen', 'Supernatural']",ONA,39,"['Tencent Animation & Comics', 'Studio LAN']",[],['Haoliners Animation League'],Manga,6.82,312,2434
29089,Yaoguai Mingdan,None,"['Action', 'Comedy', 'Fantasy', 'Romance']",ONA,18,"['Tencent Animation & Comics', 'iQIYI']",['bilibili'],['Haoliners Animation League'],Web manga,7.14,2635,14377
29093,Grisaia no Meikyuu: Caprice no Mayu 0,None,['Drama'],Special,1,"['Frontier Works', 'NBCUniversal Entertainment Japan']",['Sentai Filmworks'],['8bit'],Visual novel,8.03,77132,127815
29095,Grisaia no Rakuen,Spring 2015,"['Drama', 'Harem', 'Psychological', 'Romance']",TV,10,"['Frontier Works', 'AT-X', 'Bushiroad', 'NBCUniversal Entertainment Japan', 'i0+']",['Sentai Filmworks'],['8bit'],Visual novel,8.01,118465,216796
29099,Washimo 2nd Season,Winter 2015,"['Sci-Fi', 'Slice of Life', 'Comedy', 'Kids', 'School']",TV,24,['NHK'],[],['Studio Deen'],Picture book,4.97,30,190
29101,Grisaia no Kajitsu Specials,None,['Ecchi'],Special,6,[],[],['8bit'],Visual novel,6.98,24623,45860
29103,Tanoshii Sansuu,None,"['Music', 'Kids']",Music,1,['NHK'],[],[],Original,5.14,72,147
29105,Aruite Mikka!,None,"['Music', 'Comedy', 'Kids']",Music,1,['NHK'],[],['Polygon Pictures'],Original,4.5,167,298
29107,Banana Mura ni Ame ga Furu,None,"['Music', 'Kids']",Music,1,['NHK'],[],[],Original,4.73,111,220
29111,Onna Spy Goumon: Teki no Ajito wa Jotai Goumonsho,None,['Hentai'],OVA,1,[],[],[],Unknown,4.73,73,284
29123,World Calling,None,['Music'],Music,1,[],[],[],Unknown,6.16,647,1155
29129,Ookami Shoujo to Kuro Ouji Recap,None,"['Comedy', 'Romance', 'School', 'Shoujo']",Special,1,['VAP'],[],['TYO Animations'],Manga,6.92,3662,9667
29135,Chiisana Teien,None,"['Adventure', 'Fantasy']",Movie,1,[],[],[],Unknown,5.97,80,289
29141,Atama wa Tsukaiyou. Card mo Tsukaiyou.,None,['Comedy'],Special,1,[],[],[],Unknown,5.36,135,363
29151,Tezuka Osamu Monogatari,None,['Historical'],ONA,10,['Tezuka Productions'],[],[],Unknown,5.2,35,151
29153,Usagi to Kame (Music),None,['Music'],Music,1,[],[],[],Unknown,5.37,78,170
29163,Sore ga Seiyuu!,Summer 2015,"['Slice of Life', 'Comedy']",TV,13,['Evil Line Records'],['Funimation'],['Gonzo'],Web manga,7.08,13336,36805
29165,Daitoshokan no Hitsujikai Picture Drama,None,"['Ecchi', 'Comedy']",Special,6,['Hoods Entertainment'],[],[],Unknown,6.38,1257,4477
29173,Tensai Banpaku Opening,None,['Dementia'],ONA,1,['Mirai Film'],[],[],Unknown,5.21,204,418
29177,Persia no Komoriuta: Watashi no Hana,None,"['Kids', 'Music']",Music,1,['NHK'],[],[],Original,5.05,62,157
29179,Futago no Ookami Daibouken,None,"['Music', 'Kids']",Music,1,['NHK'],[],[],Original,5.27,69,153
29181,Henna Ie!,None,"['Music', 'Kids']",Music,1,['NHK'],[],[],Original,4.97,71,148
29207,Jeremy no Ki,None,"['Drama', 'Fantasy', 'Kids']",OVA,1,[],[],[],Unknown,6.12,26,100
29209,Tomodachi de Iyou ne,None,"['Kids', 'Slice of Life']",TV,26,[],[],[],Unknown,6.69,16,101
29223,Aldnoah.Zero Extra Archives,None,"['Action', 'Sci-Fi', 'Mecha']",Special,1,['Aniplex'],[],"['A-1 Pictures', 'TROYCA']",Original,6.88,3428,10827
29231,Fushigiboshi no☆Futagohime Gyu! Recap,None,"['Comedy', 'Magic', 'Shoujo']",OVA,1,"['Hal Film Maker', 'Nihon Ad Systems']",[],[],Unknown,6.67,107,455
29233,Ninja Hattori-kun Plus Perman: Ninja Kaijuu Jippou tai Miracle Tamago,None,"['Adventure', 'Martial Arts', 'Comedy', 'Super Power', 'Sci-Fi']",Movie,1,[],[],['Shin-Ei Animation'],Unknown,6.47,47,204
29235,Ninja Hattori-kun Plus Perman: Chounouryoku Wars,None,"['Adventure', 'Martial Arts', 'Super Power']",Movie,1,[],[],['Shin-Ei Animation'],Unknown,6.28,70,255
29247,Kiki to Lala no Habatake! Pegasus,None,"['Kids', 'Magic']",OVA,1,['Grouper Productions'],[],[],Unknown,5.86,36,147
29249,Kiki to Lala no Mamatte Suteki!,None,"['Kids', 'Magic']",OVA,1,['Sanrio'],[],[],Unknown,5.97,33,136
29255,Ghost in the Shell Arise Episode: [.jp],None,['Action'],Special,1,[],[],['Production I.G'],Unknown,6.52,937,3628
29261,Genkaku Cool na Sensei ga Aheboteochi!,None,['Hentai'],OVA,2,['Mary Jane'],[],[],Light novel,7.26,2847,6607
29267,Hangyodon no Parallel Daisakusen: Kyouryuu Oukoku wa Oosawagi,None,"['Kids', 'Sci-Fi']",OVA,1,['Sanrio'],[],[],Unknown,5.68,25,104
29269,Hangyodon no Parallel Daisakusen: Mirai Sekai wa Oosawagi,None,"['Kids', 'Sci-Fi']",OVA,1,['Sanrio'],[],[],Unknown,5.91,23,109
29271,Hangyodon no 007/2: Doctor Sunday Arawaru no Maki,None,"['Kids', 'Parody']",OVA,1,['Sanrio'],[],[],Unknown,6.29,21,110
29273,Hangyodon no Parallel Daisakusen: Hana no Oedo wa Oosawagi,None,"['Kids', 'Historical']",OVA,1,['Sanrio'],[],[],Unknown,5.74,23,123
29275,Ooedo Torimonochou: Nezumi Kozou,None,"['Kids', 'Historical', 'Mystery']",OVA,1,['Sanrio'],[],[],Unknown,7,14,98
29283,Uchuu Kaizoku Mito no Daibouken Pilot,None,"['Comedy', 'Sci-Fi']",Special,1,"['Bandai Visual', 'Triangle Staff']",[],[],Unknown,5.91,51,247
29291,Behind a Smile,None,"['Action', 'Demons', 'Music']",Music,1,[],[],[],Unknown,5.81,352,581
29293,Isu,None,['Dementia'],Movie,1,[],[],[],Unknown,4.64,263,514
29301,Kurage no Shokudou,None,"['Slice of Life', 'Drama']",OVA,1,"['Starchild Records', 'Grooove']",[],['Zexcs'],Light novel,6.29,3828,11049
29307,Classical Sex-Zone,None,"['Hentai', 'School']",OVA,3,[],[],[],Unknown,5.15,76,408
29311,Shousei Shikisai Gensou,None,['Music'],Movie,1,"['Yamamura Animation, Inc.']",[],[],Unknown,4.78,198,389
29317,Saenai Heroine no Sodatekata: Ai to Seishun no Service-kai,None,"['Harem', 'Comedy', 'Romance', 'Ecchi']",Special,1,['Aniplex'],[],['A-1 Pictures'],Light novel,7.06,41886,71022
29323,"Oyaji no, Imo no Kamisama.",None,['Slice of Life'],Special,1,[],[],[],Unknown,5.9,149,331
29325,Ghost in the Shell: Arise - Alternative Architecture,Spring 2015,"['Mecha', 'Police', 'Psychological', 'Sci-Fi']",TV,10,['TOHO animation'],['Funimation'],['Production I.G'],Manga,7.31,10641,32500
29347,20-dai no Heya-hen,None,['Slice of Life'],Special,1,[],[],[],Unknown,5.17,595,1266
29349,Doron Coron,None,"['Kids', 'Slice of Life']",Movie,1,[],[],[],Unknown,4.72,36,107
29351,Beanuts,None,"['Comedy', 'Kids']",Special,2,['NHK'],[],[],Unknown,5.41,22,115
29353,Kimi wa Tomodachi,None,"['Adventure', 'Fantasy', 'Music']",Music,1,[],[],[],Music,5.44,100,188
29355,Grasshopper Monogatari,None,"['Kids', 'Music']",Music,1,['NHK'],[],[],Original,5.33,59,133
29357,Eien,None,"['Drama', 'Fantasy', 'Music']",Music,1,[],[],[],Unknown,5.63,50,126
29359,Bazar dé Gozarre,None,['Comedy'],Special,33,[],[],[],Unknown,4.51,35,139
29361,Kareshi wa Hammerhead Shark,None,"['Slice of Life', 'Comedy', 'Kids']",TV,None,[],[],['Kachidoki Studio'],Original,4.8,20,194
29363,Watashi no Ashinaga Ojisan Specials,None,"['Comedy', 'Romance', 'School', 'Shoujo', 'Slice of Life']",Special,2,['Bandai Visual'],[],['Nippon Animation'],Unknown,6.36,55,270
29365,"Mirai e no Niji: Boku no Ojisan wa, Hansen-byou",None,"['Drama', 'Kids']",OVA,1,[],[],[],Unknown,8,10,97
29367,Jam the Housnail,Summer 1996,"['Adventure', 'Kids']",TV,15,['NHK'],[],[],Unknown,7,18,112
29369,Tick & Tack,Summer 1998,"['Kids', 'Fantasy']",TV,18,['NHK'],[],[],Unknown,5.39,18,114
29371,Naccio to Pomm,None,"['Kids', 'Adventure', 'Sci-Fi']",TV,41,['NHK'],[],[],Unknown,6.21,14,102
29373,Bip to Bap,Spring 2001,"['Kids', 'Adventure']",TV,4,['NHK'],[],[],Unknown,6.18,22,118
29375,Robot Pulta,Spring 1995,"['Adventure', 'Comedy', 'Kids', 'Mecha']",TV,None,['NHK'],[],[],Unknown,5.63,16,136
29377,Pulsar,None,"['Dementia', 'Music']",Movie,1,['NHK'],[],[],Unknown,5.33,99,239
29379,Form of Stress,None,['Mecha'],Movie,1,['NHK'],[],[],Unknown,5.06,16,107
29381,Kai Douryoku,None,"['Dementia', 'Sci-Fi']",Movie,1,[],[],[],Unknown,6.47,15,101
29383,Kai Douryoku Real,None,"['Dementia', 'Sci-Fi']",Movie,1,[],[],[],Unknown,6.21,14,109
29385,Chii-chan to Hige Ojisan,Summer 2004,"['Slice of Life', 'Kids']",TV,10,['NHK'],[],[],Unknown,5.45,20,127
29387,Momonga-mon,Summer 2005,"['Adventure', 'Kids']",TV,15,['NHK'],[],[],Unknown,5.92,13,120
29389,Shiro Hon,Spring 2007,"['Adventure', 'Kids']",TV,6,['NHK'],[],[],Unknown,6.19,16,110
29391,Pinky Wakuwaku Tabi Stroll,None,['Slice of Life'],ONA,7,[],[],[],Unknown,4.81,83,204
29393,Pinky Monkey no Umareta Hi,None,['Adventure'],ONA,1,[],[],[],Unknown,5.56,52,147
29395,Fafa Movie,None,['Slice of Life'],ONA,2,[],[],[],Other,5.03,62,163
29397,Pinky Monkey x FaFa Collaboration Animation: At Afternoon of Sunny Day,None,['Slice of Life'],ONA,1,[],[],[],Other,5.16,65,165
29399,Ousama Monogatari,Spring 2007,"['Adventure', 'Kids']",TV,10,['NHK'],[],[],Original,5.5,10,193
29401,Shiritori Oukoku,Winter 2008,['Kids'],TV,3,['NHK'],[],[],Unknown,5.21,19,117
29403,Oni Keibu Anpan,None,"['Kids', 'Police']",Special,2,['NHK'],[],[],Unknown,6.29,17,97
29409,Juu-nin no Chiisa na Indian,None,"['Music', 'Kids']",Movie,1,[],[],[],Unknown,5.23,88,193
29411,12-gatsu no Uta,None,"['Music', 'Kids']",Movie,1,[],[],[],Unknown,4.71,238,491
29413,Dog Days Recap,None,"['Action', 'Adventure', 'Fantasy', 'Magic']",Special,1,['Aniplex'],[],['Seven Arcs'],Unknown,6.68,1143,3790
29419,Pokemon XY: New Year's Eve 2014 Super Mega Special,None,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']",Special,1,['TV Tokyo'],[],['OLM'],Unknown,6.41,764,2284
29421,Liv & Bell,Winter 2013,"['Adventure', 'Kids']",TV,None,['NHK'],[],[],Unknown,5.93,14,134
29423,En En Nikoli,None,"['Adventure', 'Kids', 'Music']",Special,3,['NHK'],[],[],Unknown,5.32,22,100
29425,Teach,Winter 2011,"['Adventure', 'Music', 'Kids']",TV,None,['NHK'],[],[],Unknown,7.33,12,129
29427,Mori no Ratio,Spring 2010,"['Adventure', 'Kids', 'Fantasy']",TV,None,['NHK'],[],[],Unknown,6.08,26,204
29429,Straw Byururu,Spring 2010,"['Adventure', 'Kids', 'Magic', 'Fantasy']",TV,None,['NHK'],[],[],Unknown,5.75,56,202
29431,Eddie the Fast Break,Winter 2010,"['Kids', 'Sports']",TV,None,['NHK'],[],[],Unknown,5.43,21,169
29433,Ken to Kaijuu,Fall 2009,"['Kids', 'Magic', 'Fantasy']",TV,6,['NHK'],[],[],Unknown,6.21,14,113
29435,Ongaku Sekai Ryokou,Spring 2011,"['Music', 'Kids']",TV,4,['NHK'],[],[],Original,5,14,122
29437,Detective Conan: Happy New Year Special,None,"['Action', 'Police', 'Comedy', 'Mystery', 'Shounen']",Special,1,[],[],['TMS Entertainment'],Unknown,7.17,804,2301
29445,Gakkyuu Ou Yamazaki Specials,None,['Comedy'],Special,2,['Magic Bus'],[],[],Unknown,6.4,20,108
29451,Hoshi Uranai Kirakira,None,"['Music', 'Kids']",Music,1,['NHK'],[],[],Original,5.19,81,165
29453,Kenka no Ato wa,None,"['Music', 'Kids', 'Romance']",Music,1,['Fuji TV'],[],[],Music,5.51,97,192
29455,Cabbage UFO,None,"['Music', 'Kids']",Music,1,['NHK'],[],[],Music,5.22,106,208
29457,Tenrankai de Atta Onnanoko,None,"['Music', 'Kids']",Music,1,['NHK'],[],[],Original,5.38,69,149
29459,Pata Pata Mama,None,"['Music', 'Kids']",Music,1,['Fuji TV'],[],[],Music,5.12,76,152
29467,Bubaga,Spring 1995,"['Kids', 'Adventure']",TV,8,['NHK'],[],[],Unknown,5.8,20,119
29469,Daisuki! Nendomama,Spring 1994,"['Kids', 'Slice of Life', 'Fantasy']",TV,9,['NHK'],[],[],Unknown,5.94,18,116
29471,Saikin Ponta,Spring 1994,"['Kids', 'Slice of Life']",TV,12,['NHK'],[],[],Unknown,6.3,20,138
29473,Toko-chan Chokkin,Spring 1995,"['Kids', 'Slice of Life', 'Adventure', 'Historical']",TV,3,['NHK'],[],[],Unknown,6,17,106
29475,Straw-saurus Neo,None,"['Adventure', 'Fantasy', 'Kids', 'Sci-Fi']",Special,1,['NHK'],[],[],Unknown,5.36,45,148
29477,Rescue YoYo,None,"['Kids', 'Mecha']",Special,1,['NHK'],[],[],Unknown,3.88,34,139
29479,Tsunagaru Animal,None,['Kids'],Special,1,['NHK'],[],[],Unknown,6.71,14,99
29481,Kakinoki Mokkii,None,"['Fantasy', 'Kids']",Special,1,['NHK'],[],[],Unknown,5.31,124,253
29483,Rainbow no Anime Bako,None,['Kids'],Special,1,['NHK'],[],[],Unknown,5.1,31,119
29485,Talpy,Fall 2005,"['Kids', 'Fantasy']",TV,13,['NHK'],[],[],Unknown,8.25,12,107
29487,Paniponi,Spring 1998,"['Slice of Life', 'Kids']",TV,48,['NHK'],[],[],Unknown,6.2,10,126
29489,Karasu no Puuta,Summer 1995,['Kids'],TV,2,['NHK'],[],[],Unknown,7.1,10,105
29491,Kappa no Suribachi,None,"['Kids', 'Fantasy']",Movie,1,[],[],[],Unknown,6.07,14,107
29493,Kyouryou Pikora,None,"['Kids', 'Adventure']",Special,1,['NHK'],[],[],Unknown,4.45,29,107
29495,Nanja Monja Obake,None,"['Kids', 'Horror']",Special,1,['NHK'],[],[],Unknown,5.84,53,147
29497,Go! Go! Veggie-tan,None,"['Sci-Fi', 'Space', 'Kids']",Special,1,['NHK'],[],[],Unknown,5.3,23,101
29499,Hasu no Yousei: Bonyo Bonyo,None,"['Kids', 'Fantasy']",Special,1,['NHK'],[],[],Unknown,6.56,16,106
29501,The Night Game: Neko no Sakusen,None,"['Kids', 'Sports']",Special,1,['NHK'],[],[],Unknown,5.79,52,157
29503,Gararin to Gororin,None,"['Music', 'Kids']",Special,1,['NHK'],[],[],Unknown,4.28,40,121
29505,Suna Asobi,None,"['Adventure', 'Music', 'Kids']",Special,1,['NHK'],[],[],Unknown,5.71,57,151
29507,Hamster Sam,Winter 1999,"['Kids', 'Music']",TV,4,['NHK'],[],[],Unknown,5.95,20,107
29511,Ongaku Shoujo,None,"['Slice of Life', 'Music']",Movie,1,"['DAX Production', 'Exa International']",[],['Studio Deen'],Original,6.3,4640,10074
29513,Aki no Kanade,None,"['Slice of Life', 'Music', 'School']",Movie,1,['Exa International'],[],['J.C.Staff'],Original,7.1,7632,15318
29515,Happy ComeCome,None,"['Slice of Life', 'Comedy', 'Sci-Fi']",Movie,1,['Exa International'],[],['SynergySP'],Unknown,5.49,272,1090
29517,Kumi to Tulip,None,"['Kids', 'Sci-Fi']",Movie,1,[],[],['Tezuka Productions'],Unknown,6.1,503,1455
29527,Kagee Mukashibanashi,None,"['Adventure', 'Demons', 'Drama', 'Fantasy', 'Historical', 'Kids', 'Magic', 'Romance', 'Samurai', 'Supernatural']",TV,65,['TBS'],[],[],Unknown,6.39,23,201
29529,Kagee Aesop Monogatari,None,"['Adventure', 'Demons', 'Drama', 'Fantasy', 'Historical', 'Kids', 'Magic', 'Romance', 'Supernatural']",TV,26,['TBS'],[],[],Unknown,6.78,23,186
29535,Hello Kitty no Hajimete no Christmas Cake,None,['Kids'],OVA,1,['Sanrio'],[],[],Unknown,6.14,28,145
29537,Hello Kitty no Okaze wo Hiita Santa-san,None,"['Kids', 'Fantasy']",OVA,1,['Sanrio'],[],[],Unknown,6.57,28,140
29539,Hello Kitty no Minna no Tanoshii Natsuyasumi,None,"['Kids', 'Fantasy']",OVA,1,['Sanrio'],[],[],Unknown,6.59,27,140
